,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
1151,Elmhurst,41.9,-87.94,7.78,45,40,3.6,US,1604370978
1152,Evanston,42.04,-87.69,8.33,45,40,3.6,US,1604370958
1153,Fairview Heights,38.59,-89.99,10.0,42,1,2.6,US,1604371154
1154,Flossmoor,41.54,-87.68,6.67,45,1,5.1,US,1604371154
1155,Forest Park,39.29,-84.5,5.56,36,16,1.34,US,1604371155
1156,Fox River Grove,42.2,-88.21,7.22,49,30,0.89,US,1604371155
1157,Frankfort,-27.27,28.48,12.66,79,9,1.35,ZA,1604371155
1158,Galesburg,40.95,-90.37,6.67,60,1,3.6,US,1604371155
1159,Geneva,41.89,-88.31,6.11,52,1,4.6,US,1604371014
1160,Glen Ellyn,41.88,-88.07,7.22,52,11,2.6,US,1604370991
1161,Glencoe,-28.18,30.15,12.71,96,31,1.18,ZA,1604371155
1162,Glendale Heights,41.91,-88.07,7.22,52,14,2.6,US,1604371075
1163,Glenview,42.07,-87.79,8.33,42,1,3.6,US,1604370961
1164,Grayslake,42.34,-88.04,7.78,54,34,4.47,US,1604371083
1165,Gurnee,42.37,-87.9,8.0,45,1,4.6,US,1604371156
1166,Hainesville,42.34,-88.07,8.0,45,1,4.6,US,1604371156
1167,Hanover Park,42.0,-88.15,6.67,52,21,2.6,US,1604370979
1168,Harwood Heights,41.97,-87.81,8.33,45,40,3.6,US,1604371156
1169,Highland Park,42.18,-87.8,8.0,42,1,3.6,US,1604371156
1170,Highwood,42.2,-87.81,8.0,42,1,3.6,US,1604371156
1171,Hillside,40.7,-74.23,5.0,44,1,6.2,US,1604370890
1172,Hinsdale,41.8,-87.94,7.78,42,20,3.6,US,1604371156
1173,Hoffman Estates,42.04,-88.08,8.0,52,24,2.6,US,1604371157
1174,Huntley,42.17,-88.43,6.67,52,29,0.89,US,1604371157
1175,Huntley,42.17,-88.43,6.67,52,29,0.89,US,1604371157
1176,Itasca,41.98,-88.01,8.0,52,21,2.6,US,1604371157
1177,Joliet,41.52,-88.08,7.0,48,1,3.1,US,1604371040
1178,Lake Bluff,42.28,-87.83,8.0,45,1,4.6,US,1604370923
1179,Lake in the Hills,42.18,-88.33,7.22,57,29,2.68,US,1604371124
1180,Lake Zurich,42.2,-88.09,7.78,52,31,2.24,US,1604371158
1181,Lemont,41.67,-88.0,7.78,61,0,0.45,US,1604371158
1182,Libertyville,42.28,-87.95,8.0,45,1,4.6,US,1604371027
1183,Lincolnwood,42.0,-87.73,8.33,45,40,3.6,US,1604371085
1184,Lisle,41.8,-88.07,7.22,52,1,4.6,US,1604371158
1185,Lockport,41.59,-88.06,7.0,48,1,3.1,US,1604371158
1186,Lombard,41.88,-88.01,7.78,45,40,3.6,US,1604371158
1187,Lyons,41.81,-87.82,7.78,42,20,3.6,US,1604371024
1188,Machesney Park,42.35,-89.04,6.67,48,1,2.1,US,1604371087
1189,Macomb,40.46,-90.67,8.33,56,1,2.6,US,1604370960
1190,Matteson,41.5,-87.71,6.67,45,1,5.1,US,1604371159
1191,McHenry,42.33,-88.47,6.67,60,35,0.45,US,1604371159
1192,Melrose Park,41.9,-87.86,8.33,45,40,3.6,US,1604371159
1193,Merrionette Park,41.68,-87.7,7.22,42,20,3.6,US,1604371159
1194,Minooka,41.46,-88.26,6.11,52,1,2.6,US,1604371160
1195,Moline,41.51,-90.52,8.33,52,1,4.1,US,1604371160
1196,Moline,41.51,-90.52,8.33,52,1,4.1,US,1604371160
1197,Morris,40.83,-74.53,3.89,61,0,0.89,US,1604370905
1198,Morton,46.77,-101.26,11.67,53,1,4.6,US,1604371160
1199,Morton Grove,42.04,-87.78,8.33,45,40,3.6,US,1604371160
1200,Mount Prospect,42.07,-87.94,7.22,45,40,3.6,US,1604370999
1201,Mt. Vernon,38.32,-88.9,6.11,56,1,4.1,US,1604371160
1202,Mundelein,42.26,-88.0,7.78,52,33,5.04,US,1604371145
1203,Naperville,41.79,-88.15,6.11,52,1,4.6,US,1604370926
1204,New Lenox,41.51,-87.97,7.0,48,1,3.1,US,1604371160
1205,Niles,42.02,-87.8,8.33,45,40,3.6,US,1604371161
1206,Normal,40.51,-88.99,6.67,48,1,5.1,US,1604371161
1207,North Riverside,41.84,-87.82,7.78,42,20,3.6,US,1604371161
1208,Northbrook,42.13,-87.83,8.33,42,1,3.6,US,1604370941
1209,Northfield,44.46,-93.16,7.78,74,1,2.6,US,1604371161
1210,Oak Brook,41.83,-87.93,7.78,42,20,3.6,US,1604371161
1211,Oak Forest,41.6,-87.74,6.67,45,1,5.1,US,1604371161
1212,Oak Lawn,41.71,-87.76,7.78,42,20,3.6,US,1604370895
1213,Oak Park,41.88,-87.78,8.33,42,20,3.6,US,1604371006
1214,Oakbrook Terrace,41.85,-87.96,7.78,45,40,3.6,US,1604371161
1215,O'Fallon,38.81,-90.7,9.44,64,1,3.64,US,1604370920
1216,Orland Park,41.63,-87.85,7.78,42,20,3.6,US,1604371040
1217,Oswego,43.45,-76.15,3.33,80,90,3.6,US,1604371162
1218,Palatine,42.11,-88.03,7.78,52,27,2.6,US,1604371162
1219,Palos Heights,41.67,-87.8,7.78,42,20,3.6,US,1604371162
1220,Park Ridge,42.01,-87.84,8.33,45,40,3.6,US,1604370951
1221,Beijing,39.91,116.4,13.89,26,0,2.55,CN,1604370909
1222,Peru,40.75,-86.07,5.0,48,1,5.7,US,1604371128
1223,Plainfield,40.62,-74.42,4.44,63,10,6.5,US,1604371162
1224,Quincy,42.25,-71.0,2.22,58,32,6.2,US,1604371052
1225,River Forest,41.9,-87.81,8.33,45,40,3.6,US,1604371134
1226,Rockford,42.27,-89.09,6.11,48,1,2.1,US,1604371156
1227,Rolling Meadows,42.08,-88.01,7.22,52,26,2.6,US,1604371054
1228,Romeoville,41.65,-88.09,7.0,64,1,3.6,US,1604371163
1229,Roselle,41.98,-88.08,7.22,52,20,2.6,US,1604371163
1230,Rosemont,38.55,-121.36,20.56,39,5,1.63,US,1604371142
1231,Round Lake Beach,42.37,-88.09,8.0,45,1,4.6,US,1604370914
1232,Schaumburg,42.03,-88.08,8.0,52,23,2.6,US,1604371163
1233,Schiller Park,41.96,-87.87,8.33,45,40,3.6,US,1604371163
1234,Shorewood,41.52,-88.2,7.0,48,1,3.1,US,1604371163
1235,Skokie,42.03,-87.73,8.33,45,40,3.6,US,1604371163
1236,South Elgin,41.99,-88.29,6.67,52,1,4.6,US,1604371164
1237,South Holland,52.0,4.67,11.11,71,0,5.7,NL,1604371164
1238,Springfield,37.22,-93.3,10.56,49,1,4.1,US,1604371164
1239,Saint Charles,38.78,-90.48,8.89,45,1,3.87,US,1604371164
1240,Streamwood,42.03,-88.18,7.22,52,22,2.6,US,1604371164
1241,Streator,41.12,-88.84,5.0,52,1,3.1,US,1604371164
1242,Taylorville,39.55,-89.29,6.67,55,1,3.1,US,1604371165
1243,Tinley Park,41.57,-87.78,6.67,41,0,0.89,US,1604371165
1244,Urbana,40.11,-88.21,6.11,64,1,4.1,US,1604371037
1245,Urbana,40.11,-88.21,6.11,64,1,4.1,US,1604371037
1246,Vernon Hills,42.22,-87.97,7.78,52,32,5.1,US,1604371012
1247,Villa Park,41.89,-87.99,7.78,45,40,3.6,US,1604371117
1248,Volo,42.33,-88.17,7.78,47,34,0.45,US,1604371046
1249,Warrenville,41.82,-88.17,6.11,52,1,4.6,US,1604371165
1250,Waukegan,42.36,-87.84,8.0,45,1,4.6,US,1604370878
1251,West Chicago,41.88,-88.2,6.11,52,1,4.6,US,1604371165
1252,West Dundee,42.1,-88.28,7.22,52,25,2.6,US,1604371166
1253,Western Springs,41.81,-87.9,7.78,42,20,3.6,US,1604371166
1254,Westmont,33.94,-118.3,20.0,82,1,2.1,US,1604371166
1255,Wheaton,41.87,-88.11,6.67,52,1,4.6,US,1604371131
1256,Wheeling,42.14,-87.93,7.78,45,40,3.6,US,1604370975
1257,Willowbrook,33.92,-118.26,19.0,82,1,2.1,US,1604371166
1258,Wilmette,42.07,-87.72,8.33,42,1,3.6,US,1604371166
1259,Winnetka,42.11,-87.74,8.33,42,1,3.6,US,1604371167
1260,Woodridge,41.75,-88.05,7.22,64,1,3.6,US,1604371114
1261,Yorkville,41.64,-88.45,6.0,52,1,4.1,US,1604371167
1262,Bedford,52.13,-0.47,6.11,85,32,4.93,GB,1604371167
1263,Brownsburg,39.84,-86.4,6.11,35,1,3.1,US,1604371167
1264,Camby,39.66,-86.32,6.11,38,20,6.2,US,1604371167
1265,Chesterton,41.61,-87.06,7.78,44,1,5.1,US,1604371167
1266,Clarksville,36.53,-87.36,6.0,45,1,2.1,US,1604371012
1267,Crown Point,41.42,-87.37,6.67,45,1,5.1,US,1604371168
1268,Dyer,36.05,-89.4,7.78,75,1,2.1,US,1604371168
1269,Elkhart,41.58,-85.83,7.0,38,1,6.2,US,1604370959
1270,Elkhart,41.58,-85.83,7.0,38,1,6.2,US,1604370959
1271,Evansville,37.97,-87.56,6.0,45,1,2.6,US,1604370998
1272,Fishers,39.96,-86.01,6.11,48,1,5.1,US,1604371133
1273,Fort Wayne,41.13,-85.13,4.0,51,75,4.6,US,1604371168
1274,Franklin,39.97,-83.02,5.56,38,1,4.6,US,1604370901
1275,Gas City,40.49,-85.61,3.89,51,1,4.6,US,1604371169
1276,Goshen,41.58,-85.83,7.0,38,1,6.2,US,1604371167
1277,Granger,41.75,-86.13,7.22,33,1,6.2,US,1604371169
1278,Greencastle,39.64,-86.86,6.0,38,1,4.1,US,1604371169
1279,Greenfield,42.96,-88.01,8.0,45,20,3.1,US,1604371169
1280,Greenwood,34.17,-82.12,5.0,93,1,1.07,US,1604371169
1281,Hammond,41.58,-87.5,7.0,45,1,5.1,US,1604371047
1282,Indianapolis,39.77,-86.16,6.11,38,20,6.2,US,1604370931
1283,Indianapolis,39.77,-86.16,6.11,38,20,6.2,US,1604370931
1284,Kokomo,40.49,-86.13,5.0,44,1,6.7,US,1604371169
1285,Lawrence,38.97,-95.24,12.78,66,1,1.5,US,1604371092
1286,Lebanon,36.21,-86.29,5.0,69,75,1.78,US,1604371170
1287,Logansport,40.75,-86.36,4.44,55,1,5.1,US,1604371170
1288,Martinsville,36.69,-79.87,6.0,33,1,3.6,US,1604371170
1289,Merrillville,41.48,-87.33,7.0,42,1,3.1,US,1604371056
1290,Michigan City,41.71,-86.89,7.78,44,1,3.1,US,1604371170
1291,Mishawaka,41.66,-86.16,7.22,38,1,6.7,US,1604371171
1292,Muncie,40.19,-85.39,6.0,35,1,4.6,US,1604371171
1293,Münster,51.96,7.63,11.0,76,0,4.6,DE,1604371171
1294,Nappanee,41.44,-86.0,6.11,38,1,6.2,US,1604371171
1295,New Albany,38.29,-85.82,7.22,36,20,2.1,US,1604371171
1296,Newburgh,41.5,-74.01,3.0,55,20,3.1,US,1604371171
1297,Noblesville,40.05,-86.01,6.11,44,27,0.45,US,1604371171
1298,Notre Dame,-20.14,57.55,22.0,68,75,5.1,MU,1604371172
1299,Plymouth,41.83,-70.83,3.33,50,1,4.6,US,1604371172
1300,Portage,41.17,-81.2,4.44,35,1,5.1,US,1604371172
1301,Rochester,43.15,-77.62,7.78,56,90,9.3,US,1604370993
1302,Shelbyville,35.48,-86.46,3.33,70,0,0.94,US,1604371172
1303,South Bend,41.68,-86.25,7.22,38,1,6.7,US,1604371172
1304,South Bend,41.68,-86.25,7.22,38,1,6.7,US,1604371172
1305,Terre Haute,39.47,-87.41,6.11,41,1,4.1,US,1604370891
1306,Valparaíso,-33.04,-71.63,11.0,93,75,3.87,CL,1604371137
1307,Warsaw,52.23,21.01,14.44,100,75,2.84,PL,1604371151
1308,West Lafayette,40.43,-86.91,6.11,44,1,2.1,US,1604371087
1309,Westfield,42.13,-72.75,1.67,91,1,3.1,US,1604371069
1310,Whitestown,40.0,-86.35,6.11,35,1,3.1,US,1604371173
1311,Zionsville,39.95,-86.26,6.11,23,1,5.7,US,1604371173
1312,Andover,51.21,-1.48,6.0,87,61,2.6,GB,1604371112
1313,Colby,39.4,-101.05,8.0,42,1,2.6,US,1604371173
1314,Emporia,38.4,-96.18,12.0,62,1,2.6,US,1604371173
1315,Fort Leavenworth,39.35,-94.92,13.0,50,1,3.1,US,1604371174
1316,Hays,30.05,-98.03,12.78,57,12,1.86,US,1604371174
1317,Hutchinson,38.06,-97.93,12.78,62,1,1.5,US,1604371042
1318,Junction City,39.03,-96.83,13.33,58,1,2.6,US,1604371174
1319,Kansas City,39.1,-94.58,12.78,53,1,3.82,US,1604371066
1320,Leavenworth,39.23,-95.03,8.33,75,0,3.89,US,1604371174
1321,Leawood,38.97,-94.62,12.78,53,1,2.1,US,1604371174
1322,Lenexa,38.95,-94.73,12.78,53,1,2.1,US,1604371010
1323,Manhattan,40.78,-73.97,6.0,52,1,3.6,US,1604370961
1324,Merriam,39.02,-94.69,12.78,53,1,3.9,US,1604371174
1325,Mission,26.22,-98.33,20.56,64,1,4.6,US,1604371175
1326,Olathe,38.88,-94.82,12.78,53,1,2.1,US,1604370902
1327,Ottawa,45.41,-75.7,0.0,92,90,4.6,CA,1604370899
1328,Overland Park,38.98,-94.67,12.78,53,1,2.1,US,1604371175
1329,Prairie Village,38.99,-94.63,12.78,53,1,3.87,US,1604371096
1330,Salina,38.84,-97.61,12.78,62,1,4.6,US,1604371028
1331,Shawnee,39.05,-95.77,14.0,47,1,1.5,US,1604371175
1332,Topeka,39.05,-95.68,14.0,47,1,1.5,US,1604371175
1333,Wichita,37.69,-97.34,15.0,71,1,4.1,US,1604371175
1334,Ashland,40.82,-82.27,5.0,41,1,6.7,US,1604371175
1335,Bardstown,37.81,-85.47,3.33,59,1,3.03,US,1604371176
1336,Bowling Green,36.99,-86.44,5.0,52,1,2.94,US,1604371176
1337,Cold Spring,39.02,-84.44,5.56,48,1,3.1,US,1604371176
1338,Covington,39.08,-84.51,5.56,48,1,3.1,US,1604371036
1339,Crestview Hills,39.03,-84.58,5.56,41,75,3.6,US,1604371176
1340,Elizabethtown,37.69,-85.86,3.0,51,1,2.6,US,1604371087
1341,Fort Knox,37.89,-85.96,3.89,47,1,2.1,US,1604371176
1342,Fort Mitchell,39.06,-84.55,5.56,41,75,3.6,US,1604371176
1343,George Town,5.41,100.34,28.0,78,20,1.0,MY,1604371177
1344,Hebron,31.53,35.1,15.56,92,4,1.24,PS,1604371177
1345,Highland Heights,41.55,-81.48,7.78,38,1,7.7,US,1604371177
1346,Hopkinsville,36.87,-87.49,6.11,44,1,2.1,US,1604370999
1347,Independence,39.09,-94.42,12.78,53,1,4.1,US,1604370913
1348,Jeffersontown,38.19,-85.56,7.22,44,1,2.6,US,1604371177
1349,La Grange,33.04,-85.03,4.44,80,1,2.02,US,1604371138
1350,Lexington,37.99,-84.48,3.0,47,1,4.1,US,1604371089
1351,London,51.51,-0.13,8.0,75,40,3.1,GB,1604370643
1352,Louisville,38.25,-85.76,7.22,36,20,2.1,US,1604370802
1353,Morehead,37.27,-87.18,8.0,69,1,3.36,US,1604371177
1354,Newport,51.59,-3.0,8.33,94,94,3.2,GB,1604371000
1355,Nicholasville,37.88,-84.57,3.0,47,1,4.1,US,1604371177
1356,Owensboro,37.77,-87.11,5.56,60,1,2.1,US,1604370924
1357,Paducah,37.08,-88.6,7.0,48,1,1.5,US,1604371178
1358,Prospect,-34.88,138.59,33.0,15,0,6.2,AU,1604371178
1359,Shepherdsville,37.99,-85.72,7.0,36,20,2.1,US,1604371174
1360,Somerset,40.57,-74.55,4.0,48,1,2.1,US,1604371178
1361,Union,40.63,-74.27,5.0,48,1,5.1,US,1604371178
1362,Versailles,48.8,2.13,8.89,87,0,2.6,FR,1604371178
1363,Walton,38.88,-84.61,5.0,41,75,3.6,US,1604370924
1364,Alexandria,31.22,29.96,22.0,56,40,3.1,EG,1604371136
1365,Baton Rouge,30.45,-91.15,12.22,71,1,1.5,US,1604371179
1366,Bossier City,32.52,-93.73,10.0,71,1,0.99,US,1604371179
1367,Broussard,30.15,-91.96,12.0,54,1,1.5,US,1604371179
1368,Denham Springs,30.49,-90.96,12.22,71,1,1.5,US,1604370948
1369,Gretna,29.91,-90.05,16.11,54,1,3.6,US,1604371179
1370,Harahan,29.94,-90.2,17.0,39,1,4.1,US,1604371179
1371,Harvey,38.05,-97.43,12.78,71,1,4.6,US,1604371179
1372,Houma,29.6,-90.72,13.33,68,0,0.89,US,1604371180
1373,Kenner,29.99,-90.24,17.0,39,1,4.1,US,1604371180
1374,Lake Charles,30.21,-93.2,12.0,62,5,2.59,US,1604371180
1375,Mandeville,18.04,-77.51,26.0,88,20,4.1,JM,1604370975
1376,Marrero,29.9,-90.1,17.0,54,1,3.6,US,1604371180
1377,Metairie,29.98,-90.15,17.0,39,1,4.1,US,1604371141
1378,New Iberia,30.0,-91.82,11.67,57,1,2.6,US,1604371180
1379,New Orleans,29.95,-90.08,17.0,54,1,3.6,US,1604371143
1380,River Ridge,29.96,-90.22,17.0,39,1,4.1,US,1604371181
1381,Ruston,32.52,-92.64,6.0,93,1,1.3,US,1604371112
1382,Shreveport,32.53,-93.75,10.0,71,1,1.0,US,1604371181
1383,Slidell,30.28,-89.78,12.78,81,1,3.66,US,1604371181
1384,Sulphur,30.24,-93.38,12.0,40,1,2.21,US,1604371181
1385,Thibodaux,29.8,-90.82,12.22,59,0,0.45,US,1604371181
1386,Abington,42.1,-70.95,1.11,69,43,4.66,US,1604371181
1387,Acton,51.51,-0.28,7.22,81,6,0.5,GB,1604371181
1388,Amherst,41.4,-82.22,6.67,33,1,8.2,US,1604371182
1389,Arlington,32.74,-97.11,14.0,54,1,3.47,US,1604371089
1390,Athol,42.6,-72.23,2.0,51,20,4.1,US,1604371182
1391,Beverly,42.56,-70.88,1.67,47,1,3.6,US,1604371182
1392,Billerica,42.56,-71.27,1.11,47,1,3.1,US,1604371182
1393,Boston,42.36,-71.06,2.22,47,40,7.7,US,1604370914
1394,Bourne,52.77,-0.38,6.11,75,8,5.1,GB,1604371182
1395,Braintree,51.88,0.55,6.67,88,0,0.89,GB,1604371182
1396,Brockton,42.08,-71.02,1.11,58,47,6.2,US,1604371183
1397,Brookline,42.33,-71.12,2.22,47,40,7.7,US,1604370984
1398,Cambridge,43.36,-80.31,5.56,60,90,11.3,CA,1604370992
1399,Chelmsford,51.74,0.47,6.67,87,0,3.72,GB,1604371183
1400,Chelsea,51.49,-0.17,8.0,75,40,3.1,GB,1604371183
1401,Chestnut Hill,42.33,-71.17,2.0,47,40,7.7,US,1604371183
1402,Chicopee,42.17,-72.59,1.67,55,20,3.1,US,1604371184
1403,Cohasset,42.24,-70.8,2.22,51,1,3.1,US,1604371184
1404,Danvers,42.58,-70.93,1.67,47,1,3.6,US,1604371184
1405,Dedham,42.24,-71.17,2.0,47,1,3.6,US,1604371135
1406,Dorchester,33.1,-80.38,6.0,87,1,0.19,US,1604370975
1407,East Boston,42.38,-71.04,2.22,47,40,7.7,US,1604371184
1408,East Longmeadow,42.06,-72.51,1.67,55,20,3.1,US,1604371184
1409,Easton,40.69,-75.22,3.33,51,1,4.6,US,1604370908
1410,Everett,47.98,-122.2,15.0,47,1,5.1,US,1604371121
1411,Falmouth,50.15,-5.07,7.0,93,97,13.4,GB,1604371184
1412,Framingham,42.28,-71.42,1.11,70,62,0.45,US,1604371185
1413,Hadley,52.7,-2.48,7.0,70,74,1.5,GB,1604371185
1414,Hanover,52.37,9.73,12.22,76,0,5.1,DE,1604371099
1415,Harwich,51.94,1.28,7.78,70,0,3.13,GB,1604371185
1416,Haverhill,42.78,-71.08,1.11,50,1,5.1,US,1604371103
1417,Hingham,42.24,-70.89,2.22,47,40,7.7,US,1604371185
1418,Holyoke,42.2,-72.62,1.67,55,20,3.1,US,1604371185
1419,Hopkinton,41.46,-71.78,3.89,44,1,3.1,US,1604371185
1420,Hyannis,41.65,-70.28,3.33,51,1,6.2,US,1604370939
1421,Kingston,18.0,-76.79,25.0,94,75,4.6,JM,1604371186
1422,Lanesboro,42.18,-94.69,8.0,55,1,4.1,US,1604371186
1423,Leominster,42.53,-71.76,1.11,55,40,2.1,US,1604371186
1424,Longmeadow,42.05,-72.58,1.67,89,1,3.1,US,1604371088
1425,Lowell,42.63,-71.32,1.11,47,1,3.1,US,1604371152
1426,Ludlow,42.16,-72.48,1.67,55,20,3.1,US,1604370971
1427,Ludlow,42.16,-72.48,1.67,55,20,3.1,US,1604370971
1428,Lynn,42.47,-70.95,2.22,47,40,7.7,US,1604371181
1429,Lynnfield,42.54,-71.05,2.0,47,1,3.6,US,1604371187
1430,Marblehead,42.5,-70.86,2.0,47,1,3.6,US,1604371187
1431,Marlborough,-41.67,173.5,13.89,94,100,0.4,NZ,1604371187
1432,Marshfield,44.67,-90.17,4.0,60,1,2.6,US,1604371187
1433,Mashpee,41.65,-70.48,3.33,51,1,6.2,US,1604371187
1434,Medfield,42.19,-71.31,1.67,66,58,3.73,US,1604370937
1435,Medford,42.33,-122.88,18.0,34,1,3.1,US,1604371062
1436,Medway,51.42,0.5,7.78,85,0,0.45,GB,1604371187
1437,Melrose,42.46,-71.07,2.0,47,40,7.7,US,1604371188
1438,Methuen,42.73,-71.19,1.11,50,1,5.1,US,1604370966
1439,Natick,42.28,-71.35,1.67,64,50,0.45,US,1604371171
1440,Needham,42.28,-71.23,2.0,47,1,3.6,US,1604371188
1441,Newburyport,42.81,-70.88,0.56,56,14,0.45,US,1604370966
1442,Newtonville,43.94,-78.49,7.0,69,98,11.3,CA,1604371188
1443,North Andover,42.7,-71.14,1.11,50,1,5.1,US,1604370891
1444,North Attleborough,41.98,-71.33,1.11,55,1,5.7,US,1604371153
1445,North Dartmouth,41.64,-70.97,3.33,47,1,6.2,US,1604371188
1446,North Reading,42.58,-71.08,1.67,47,1,3.6,US,1604371188
1447,Northampton,40.88,-75.25,2.78,71,0,4.7,US,1604371189
1448,Northborough,42.32,-71.64,1.11,59,43,0.89,US,1604371189
1449,Norwood,42.19,-71.2,1.67,58,47,6.2,US,1604371070
1450,Orleans,30.03,-89.95,16.11,54,0,0.89,US,1604371189
1451,Peabody,42.53,-70.93,2.0,47,1,3.6,US,1604371189
1452,Pittsfield,42.45,-73.25,1.0,55,20,6.7,US,1604371189
1453,Reading,51.46,-0.97,6.67,87,34,4.6,GB,1604371189
1454,Revere,42.41,-71.01,2.22,47,40,7.7,US,1604371189
1455,Salem,11.65,78.17,24.0,83,40,0.98,IN,1604371149
1456,Seekonk,41.81,-71.34,2.22,51,1,2.6,US,1604371190
1457,Shrewsbury,52.71,-2.75,7.0,70,36,1.5,GB,1604371190
1458,Somerville,42.39,-71.1,2.0,47,40,7.7,US,1604371046
1459,South Boston,42.33,-71.05,2.22,47,40,7.7,US,1604371190
1460,South Brookline,42.72,-71.66,1.11,50,1,3.1,US,1604371190
1461,South Dennis,41.69,-70.16,3.33,51,1,6.2,US,1604371190
1462,Southborough,42.31,-71.52,1.11,67,66,3.43,US,1604371191
1463,Stoughton,42.13,-71.1,1.11,58,50,6.2,US,1604371191
1464,Greater Sudbury,46.49,-80.99,2.22,74,90,8.2,CA,1604371121
1465,Sutton,51.35,-0.2,7.22,81,2,2.21,GB,1604371191
1466,Swampscott,42.47,-70.92,2.22,47,1,3.6,US,1604371191
1467,Swansea,51.62,-3.94,10.0,93,100,3.49,GB,1604371191
1468,Taunton,51.02,-3.1,7.78,88,100,2.24,GB,1604371191
1469,Waban,42.33,-71.23,2.0,47,1,3.6,US,1604371138
1470,Walpole,42.14,-71.25,1.11,67,62,0.45,US,1604371051
1471,Waltham,42.38,-71.24,1.67,47,1,3.1,US,1604371191
1472,Wareham,50.69,-2.11,11.11,78,86,4.92,GB,1604371191
1473,Wayland,42.36,-71.36,1.11,47,1,3.1,US,1604371192
1474,Webster,42.05,-71.88,1.67,59,45,4.52,US,1604371192
1475,Wellesley,42.3,-71.29,2.0,47,1,3.6,US,1604371159
1476,West Roxbury,42.28,-71.15,2.0,47,1,3.6,US,1604371192
1477,Westboro,45.39,-75.75,0.0,92,90,4.6,CA,1604371192
1478,Westborough,42.27,-71.62,1.11,63,54,0.89,US,1604370923
1479,Westford,42.58,-71.44,1.11,47,1,3.1,US,1604370955
1480,Weymouth,42.22,-70.94,2.22,58,38,6.2,US,1604371192
1481,Woburn,42.48,-71.15,1.67,47,1,3.1,US,1604371192
1482,Worcester,42.33,-71.83,1.11,91,1,9.8,US,1604371116
1483,Abingdon,51.67,-1.28,6.67,87,65,4.6,GB,1604371192
1484,Accokeek,38.67,-77.03,5.56,59,1,3.23,US,1604371193
1485,Andrews Air Force Base,38.81,-76.87,7.22,41,1,4.1,US,1604371193
1486,Annapolis,38.98,-76.49,6.11,38,1,2.1,US,1604371008
1487,Arnold,53.0,-1.13,7.22,74,1,3.13,GB,1604370919
1488,Baltimore,39.29,-76.61,6.11,38,1,3.1,US,1604370976
1489,Bel Air Rivière Sèche,-20.25,57.75,22.0,68,75,5.1,MU,1604371193
1490,Beltsville,39.03,-76.91,7.22,28,1,2.6,US,1604371193
1491,Bethesda,38.98,-77.1,6.67,28,1,2.6,US,1604371193
1492,Bowie,33.45,-94.43,8.89,73,0,1.7,US,1604371193
1493,Bowie,33.45,-94.43,8.89,73,0,1.7,US,1604371193
1494,Brandywine,38.7,-76.85,5.0,41,1,4.1,US,1604371194
1495,Burtonsville,39.11,-76.93,6.11,28,1,2.6,US,1604370952
1496,California,38.3,-76.51,10.0,69,0,5.08,US,1604371194
1497,Carney,39.39,-76.52,6.11,52,1,2.1,US,1604371164
1498,Catonsville,39.27,-76.73,5.56,53,0,1.34,US,1604371194
1499,Chester,40.13,-75.87,3.0,51,1,4.1,US,1604370986
1500,Chevy Chase,38.97,-77.08,7.22,28,1,2.6,US,1604370896
1501,Clarksburg,39.28,-80.34,4.44,38,1,4.1,US,1604370951
1502,Cockeysville,39.48,-76.64,4.44,73,1,5.94,US,1604371194
1503,College Park,38.98,-76.94,7.22,28,1,2.6,US,1604371194
1504,Columbia,34.0,-81.03,6.11,81,1,0.58,US,1604370527
1505,Damascus,33.51,36.29,13.0,87,0,1.7,SY,1604371195
1506,Darnestown,39.1,-77.29,6.0,35,1,5.1,US,1604371195
1507,Dunkirk,51.05,2.37,7.78,87,0,3.1,FR,1604371195
1508,Eldersburg,39.4,-76.95,4.44,50,1,1.34,US,1604371195
1509,Elkridge,39.21,-76.71,6.0,38,1,3.1,US,1604371195
1510,Ellicott City,39.27,-76.8,5.56,40,0,1.34,US,1604371195
1511,Forestville,38.85,-76.88,7.22,41,1,4.1,US,1604370963
1512,Fort George Meade,39.11,-76.74,6.11,38,1,3.1,US,1604371195
1513,Ft. Washington,38.71,-77.02,6.11,59,1,3.24,US,1604371195
1514,Frostburg,39.66,-78.93,5.56,80,45,7.2,US,1604371195
1515,Gaithersburg,39.14,-77.2,6.11,35,1,5.1,US,1604371196
1516,Gambrills,39.07,-76.67,6.11,38,1,3.1,US,1604370921
1517,Germantown,39.17,-77.27,6.0,35,1,5.1,US,1604371196
1518,Glen Burnie,39.16,-76.62,6.11,38,1,3.1,US,1604371097
1519,Greenbelt,39.0,-76.88,7.22,28,1,2.6,US,1604371196
1520,Hagerstown,39.64,-77.72,6.0,33,1,3.6,US,1604370921
1521,Hyattsville,38.96,-76.95,7.22,28,1,2.6,US,1604371196
1522,Jessup,39.15,-76.78,6.0,38,1,3.1,US,1604370902
1523,Kensington,-33.92,151.22,22.22,52,20,5.7,AU,1604371196
1524,La Plata,-34.92,-57.95,16.67,85,0,4.05,AR,1604371196
1525,Lanham,38.97,-76.86,7.22,28,1,2.6,US,1604371082
1526,Laurel,39.1,-76.85,6.0,28,1,2.6,US,1604370935
1527,Lusby,38.41,-76.46,10.0,69,0,5.92,US,1604371197
1528,Mount Airy,36.5,-80.61,3.33,74,1,2.15,US,1604371197
